######,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# title :garnet geochemistry of the Voirons nappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# author : Jérémy Ragusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# date : 2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# description : garnet geochemistry (64-125 µm) from QEMScan (SEM-EDS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
######,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample,type,confidence,O,Mg,Al,Si,Ca,Cr,Ti,Mn,Fe,Zr,Os,Gd,Dy,Pr,Tm,Tb,Te,Sm,As,Hg,Sb,Cu,C,Ru,Cs,Eu,Co,Lu,La,Cd,Ce,Ga,Ba,Pt,Nd,Zn,V,Yb,I,Rh,Nb,P,Sc,Ge,Th,Y,Pd,U,In,Ni,Hf,Cl,Ir,Au,Se,Mo,Sn,Pr,F,Er,Re,Ho,Ag,Bi,Tl,Sr
JR352,Alm,"90,14","19,51",0,"15,4","29,41","2,29",0,0,"3,57","46,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm,"90,46","23,63",0,"14,96","27,72","7,55",0,0,"2,78","34,27",0,0,0,0,0,0,0,0,0,0,0,"3,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp,"89,21","30,08","3,14","15,88","27,41",0,0,0,0,"36,44","2,49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp,"90,23","23,26","7,82","15,98","28,02","4,5",0,0,0,"35,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp,"90,41","26,35","4,49","14,23","28,58",0,0,0,0,"44,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp,"90,53","24,14","6,76","14,76","29,02","4,06",0,0,0,"34,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,55",0,0,0,0,0,0,0,0,0,0,0,0,"2,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp,"90,4","21,1","5,26","16,33","30,14",0,0,0,0,"38,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,4",0,0,0,0,0,0,0,0,0
JR352,Alm-Prp,"91,13","24,75","6,43","17,51","27,95","2,65",0,0,0,"32,86",0,0,0,0,0,0,"4,74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp,"90,14","27,22","5,53","13,94","28,16",0,0,0,0,"33,16",0,0,0,0,0,0,0,"2,92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp,"91,88","22,26","4,55","13,17","29,63",0,0,0,0,"40,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp,"90,7","22,52","2,11","19,54","27,39",0,0,0,0,"42,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp,"90,5","26,74","6,42","15,92","27,5",0,0,0,0,"38,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp-Grs,"90,06","18,87","10,18","18,97","29,34","15,72",0,0,0,"20,73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp-Grs,"91,17","19,04","9,55","15,25","28,93","18,37",0,0,0,"22,98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,74",0,0,0,0,0,0,0,0
JR352,Alm-Prp-Grs,"88,96","18,46",0,"15,39","27,53","3,5",0,0,"9,21","28,69",0,0,0,0,0,0,0,0,0,0,0,"2,41",0,0,0,"3,4","10,14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp-Grs,"90,48","23,21","2,18","15,66","22,36","3,76",0,"2,44","11,19","35,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp-Grs,"89,36","23,91",0,"14,08","26,46",0,0,0,"13,21","28,97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,86",0,0,0,0,0,0,0,0,0,0,0,"5,24",0,0,0,0,0,0,0,"2,35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp-Grs,"89,33","20,39",0,"16,44","25,25",0,0,0,"12,63","31,25","2,67",0,0,0,0,0,"5,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp-Grs,"89,58","23,68",0,"15,78","29,39",0,0,0,"8,63","25,3","3,03",0,0,0,0,0,0,0,0,0,0,0,"2,03",0,0,0,"5,11",0,0,0,0,0,0,0,0,0,"2,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,02",0,0,0,0,0,0,0
JR352,Alm-Prp-Grs,"89,4","22,56",0,"15,81","28,18","2,61",0,0,"10,78","31,25",0,0,0,0,0,0,0,"2,29","4,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm-Prp-Grs,"91,35","21,43",0,"15,25","27,84","2,89",0,0,"11,31","28,97",0,0,0,"3,54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,58",0,0,0,0,0,0,0,0,0,0,0
JR352,Garnet,"90,09","17,01",0,"12,62","32,81",0,0,0,"30,6","9,82",0,0,0,0,0,0,0,0,0,0,0,0,"2,54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,69",0,0,0,0,0,"5,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Garnet,"89,19","23,19",0,"14,65","22,09","4,24",0,0,"34,36","14,13",0,0,0,0,0,"2,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Garnet,"91,58","19,19",0,"14,85","34,1","6,45",0,0,"29,89","8,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Garnet,"90,2","22,83",0,"13,2","27,65","3,19",0,0,"22,75","11,38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Garnet,"90,08","21,46",0,"13,77","30,56","2,71",0,0,"20,01","21,26",0,0,0,0,0,0,0,0,0,"3,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Garnet,"90,42","23,29",0,"14,21","32,6","4,65",0,0,"18,65","5,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Garnet,"89,99","21,57","2,93","15,9","28,61","3,24",0,0,"23,02","16,89",0,0,"4,76",0,0,0,0,"2,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Garnet,"88,97","17,6",0,"14,04","27,09",0,0,0,"23,84","16,97",0,"2,14",0,0,0,0,0,0,0,"2,41",0,0,0,0,0,0,0,0,0,0,"2,79",0,0,"3,23",0,0,0,0,"2,98",0,"2,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Garnet,"89,25","23,44",0,"13,75","27,43",0,0,0,"28,44","23,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Garnet,"90,43","14,26",0,"17,23","26,28",14,0,0,"18,56","18,49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,95",0,0,0,0,0,0,0,0,"2,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm,"90,49","19,39",0,"17,81","27,87","10,05",0,0,0,"26,92",0,0,0,"6,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,2",0,0,0,0,0,0
JR329,Alm,"91,2","18,35","2,75","16,08","30,27","13,44",0,0,0,"22,04",0,0,0,"5,84",0,0,0,0,0,0,0,0,0,0,0,0,"7,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm,"89,45","18,88","5,63","13,26","29,78","11,23",0,0,0,"30,33",0,0,0,0,0,"3,72",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm,"90,18","20,86","2,97","17,54","24,75","10,75",0,0,0,"31,88",0,0,0,0,0,0,0,0,0,0,0,"3,44",0,0,0,0,0,0,"3,88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm,"90,28","17,83",0,"12,12","30,92","7,59",0,0,0,"34,53",0,0,0,0,0,0,"7,72",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm,"89,51","21,9","2,73","14,26","31,37","11,36",0,0,"2,68","29,13",0,0,0,0,0,0,0,0,0,0,0,"3,71",0,0,0,0,0,0,"2,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm,"90,85","15,14","2,45","15,02","29,26","12,17",0,0,0,"40,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm,"90,94","19,79","2,78","17,53","28,56","10,43",0,0,0,"34,64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm,"90,57","22,79",0,"14,12","28,21",0,0,0,0,"46,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm,"90,53","17,83",0,"14,98","29,18","4,15",0,0,0,"38,02",0,0,0,0,0,0,0,"4,98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp,91,"28,56","3,59","17,19","25,56",0,0,0,0,"42,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp,"90,41","28,4",5,"19,09","21,77",0,0,0,0,"34,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,28",0,0,0,0,0,0,0,0,"2,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp,"90,56","26,39","5,69","14,85","29,49","3,26",0,0,0,"35,04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp,"91,05","26,05","8,15","18,32","31,25",0,0,0,0,"28,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,28",0,0,0,0,0,0,0,0,0,0,"2,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp,"90,51","18,39","5,46","16,37","24,99",0,0,0,0,"35,83",0,0,0,0,0,0,0,"2,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,87",0,0,0,0,0
JR329,Alm-Prp,"90,72","27,06","2,95","16,89","25,48",0,0,0,0,"39,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp,"90,45","25,33","3,36","16,03","28,23",0,0,0,0,"37,4",0,0,0,0,0,0,0,"3,45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp,"90,03","25,07","5,59","19,73","24,91",0,0,0,0,"35,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp,"90,25","22,26","4,9","14,6","26,93",0,0,0,0,"45,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp,"91,05","21,59","5,48","16,96","29,21",0,0,0,0,"31,28",0,0,0,"6,82",0,0,0,0,0,0,0,0,0,"2,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp-Grs,"91,94","19,86","7,81","18,46","30,62","13,94",0,0,0,"19,71",0,0,0,0,0,0,0,"5,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp-Grs,"91,16","18,3","5,92","17,42","28,65","15,18",0,0,0,"23,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Prp-Grs,"90,4","21,33","5,94","18,13","29,364","12,82",0,0,0,"18,34",0,0,0,0,0,0,"5,91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Sps,"90,6","17,32",0,"14,46","29,05","8,13",0,0,"13,62","23,3",0,0,0,0,0,0,"8,61",0,0,0,0,0,0,0,0,0,0,0,"2,72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Sps,"88,35","18,58","2,56","13,53","25,79","6,94",0,0,"10,05","33,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Sps,"90,04","24,61","2,71","13,42","26,86","4,99",0,0,"10,85","30,94",0,0,0,0,0,"4,59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Sps,"89,33","26,89",0,"14,68","30,32",0,0,0,7,"29,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Sps,"89,42","24,91",0,"13,96","23,33",0,0,0,"11,71","34,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,76",0,0,0,0
JR329,Alm-Sps,"90,03","21,25",0,"12,95","28,58",0,0,0,"10,6",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,43",0,0,0,0,0,"2,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Sps,"90,32","22,47",0,"16,51","25,2",0,0,0,"13,48","40,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Sps,"89,52","27,51",0,"15,51","24,07",0,0,0,"14,63","32,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Alm-Sps,"89,54","17,46","2,64","16,43","28,34","11,04",0,0,"12,16","23,57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,15",0,0,0
JR329,Alm-Sps,"89,27","19,46",0,"11,67","30,72","4,85",0,0,"13,6","28,43",0,0,0,0,0,"3,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,29",0,0,0,0,0,0,0,0,0,0,0
JR329,Garnet,"91,09","21,47",0,"14,04","29,25","10,62",0,0,"23,29","17,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Garnet,"90,15","23,49",0,"14,54","27,11",0,0,0,"21,9","23,77",0,0,0,0,0,0,0,0,0,"3,86",0,"2,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Garnet,"88,47","27,84",0,"14,79","25,73",0,0,0,"16,4","25,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Garnet,"89,49","15,64",0,"13,5","29,44","12,81",0,0,"28,62","8,88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Garnet,"89,85","17,78",0,"16,87","31,52",0,0,0,"18,32","26,88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,44",0,0,0,0,0,0,0,0,0,0,0,"2,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Garnet,"88,79","28,38",0,"14,59","25,06",0,0,0,"18,89","26,15",0,0,0,0,0,0,"5,85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Garnet,"89,6","17,76",0,"14,39","29,13","15,31",0,0,"15,99","23,01",0,0,0,0,0,0,0,0,0,"2,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Garnet,"89,36","22,4",0,"15,65","23,95",0,0,0,"18,76","27,79",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"7,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,Garnet,"89,13","22,74","2,43","16,74","24,02","7,83",0,0,"22,11","14,59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm,"89,3","23,13","4,15","15,58","28,49","7,64",0,0,0,"31,1",0,0,0,0,0,0,"5,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm,"90,03","16,47","2,44","17,21","30,21","9,77",0,0,0,"32,61",0,0,0,0,0,0,"3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm,"91,09","21,31",0,"12,38","23,27","2,23",0,0,"2,73","52,88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,08",0,0,0
JR330,Alm,"90,1","23,11",0,"16,38","27,52","4,68",0,0,"2,12","31,33",0,0,0,0,0,0,"3,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm,"90,19","22,07","4,22","18,28","29,53","6,89",0,0,"2,62","27,79",0,0,0,"6,48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm,"89,6","20,14","3,03","16,71","29,04",13,0,0,0,"26,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm,"90,06","22,37",0,"12,87",27,0,0,0,0,"52,42",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,86",0,0,0,0,0,0,0,0,0
