############,,,,,,,,
# title: bed and marly interbed thickness of the Voirons Flysch outcrops,,,,,,,,
# author: Jérémy Ragusa and Lina Maria Ospina-Ostios,,,,,,,,
# date: 2016/07/04,,,,,,,,
############,,,,,,,,
Todo: replace values with formation abbrev. in unit column,,,,,,,,
############,,,,,,,,
outcrop,section,thickness,rock,bed,province,index,unit,comment
Fillinges,carrière principale,48,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,4,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,5,m,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,4,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,2,m,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,2,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,10,m,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,5,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,2,m,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,7,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,280,h,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,500,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,2,m,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,7,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,3,m,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,58,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,4,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,76,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,7,m,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,59,g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,2,m,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,"4,5",g,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,9,m,,Vouan W,Fillinges-1,1,
Fillinges,carrière principale,30,g,,Vouan W,Fillinges-1,1,
Fillinges,Carrière 2 – compartiment 1,43,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,52,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,78,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,155,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,140,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,44,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,12,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,40,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,23,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,22,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,31,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,10,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,16,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,7,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,3,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,31,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,60,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,66,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,15,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,2,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,8,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,11,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,45,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,2,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,37,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,11,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,8,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,38,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,2,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,67,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,1,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,27,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,"3,5",g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,19,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,60,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,70,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,17,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,15,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,225,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,62,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 1,130,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,30,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,70,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,135,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,100,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,20,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,92,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,55,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,9,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,15,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,20,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,20,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,50,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,4,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,11,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,15,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,17,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,9,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,9,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,7,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,10,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,30,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,60,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,6,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,35,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,48,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,19,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,9,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,7,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 2,17,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,86,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,19,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,45,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,26,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,4,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,4,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,26,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,4,m,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,47,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,36,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,12,g,,Vouan W,Fillinges-2,1,
Fillinges,Carrière 2 – compartiment 3,6,g,,Vouan W,Fillinges-2,1,
Meulière de Grande Gueule,Meulière de Grande Gueule,200,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,170,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,50,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,150,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,30,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,150,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,300,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,30,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,750,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,75,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,78,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,6,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,2,g,,Vouan W,Grande Gueule,3,
Meulière de Grande Gueule,Meulière de Grande Gueule,75,g,,Vouan W,Grande Gueule,3,
meulière à Vachat,block 1,300,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,200,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,300,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,30,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,200,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,100,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,160,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,50,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,180,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,12,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,55,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,20,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,90,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,140,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,1,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,40,g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,"0,5",g,,Vouan W,Vachat-1,3,
meulière à Vachat,block 1,100,g,,Vouan W,Vachat-1,3,
meulière à Vachat,Block 2-3,200,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,20,m,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,160,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,160,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,300,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,15,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,15,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,45,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,140,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,90,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,10,m,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,130,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,14,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,200,g,,Vouan W,Vachat-23,3,
meulière à Vachat,Block 2-3,110,g,,Vouan W,Vachat-23,3,
Torrent Chauffemérande,Section 3,20,m,27 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,134,g,27,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,28,m,26 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,10,g,26,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,5,m,25 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,12,g,25,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,"9,5",m,24 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,5,g,24,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,15,m,23 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,4,g,23,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,7,m,22 marrnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,4,g,22,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,9,m,21 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,7,g,21,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,17,m,20 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,6,g,20,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,13,m,19 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,6,g,19,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,105,m,18 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,26,g,18,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,120,m,17 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,7,g,17,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,21,m,16 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,4,g,16,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,5,m,15 marnes,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 3,18,g,15,Vouan E,Chaufférande-3,4,
Torrent Chauffemérande,Section 2,30,g,14,Vouan E,Chaufférande-2,4,
Torrent Chauffemérande,Section 2,50,g,13,Vouan E,Chaufférande-2,4,
Torrent Chauffemérande,Section 2,30,m,12 marnes,Vouan E,Chaufférande-2,4,
Torrent Chauffemérande,Section 2,10,g,12,Vouan E,Chaufférande-2,4,
Torrent Chauffemérande,Section 2,170,m,11 marnes,Vouan E,Chaufférande-2,4,
Torrent Chauffemérande,Section 2,50,g,11,Vouan E,Chaufférande-2,4,
Torrent Chauffemérande,Section 1,55,g,10,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,70,m,9 hiatus,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,140,g,9,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,37,m,5 marnes + 6-8,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,6,g,5,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,55,m,4 marnes,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,6,g,4,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,90,m,3 marnes,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,38,g,3,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,80,m,2 marnes,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,50,g,2,Vouan E,Chaufférande-1,4,
Torrent Chauffemérande,Section 1,50,g,1,Vouan E,Chaufférande-1,4,
la Chaix,Section 2,32,g,4,Ludran,la Chaix,4,
la Chaix,Section 2,10,m,3 marnes,Ludran,la Chaix,4,
la Chaix,Section 2,30,g,3,Ludran,la Chaix,4,
la Chaix,Section 2,67,m,2 marnes,Ludran,la Chaix,4,
la Chaix,Section 2,30,g,2,Ludran,la Chaix,4,
la Chaix,Section 2,9,g,1,Ludran,la Chaix,4,
la Chaix,Section 1,50,m,27 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,21,g,27,Ludran,la Chaix,4,
la Chaix,Section 1,15,m,26 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,11,g,26,Ludran,la Chaix,4,
la Chaix,Section 1,100,m,20b marnes + 22-25,Ludran,la Chaix,4,
la Chaix,Section 1,30,m,20a marnes + 21,Ludran,la Chaix,4,
la Chaix,Section 1,4,g,20,Ludran,la Chaix,4,
la Chaix,Section 1,13,m,19 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,8,g,19,Ludran,la Chaix,4,
la Chaix,Section 1,10,g,a mesurer,Ludran,la Chaix,4,
la Chaix,Section 1,54,g,17,Ludran,la Chaix,4,
la Chaix,Section 1,4,m,16 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,18,g,16,Ludran,la Chaix,4,
la Chaix,Section 1,55,g,15,Ludran,la Chaix,4,
la Chaix,Section 1,15,m,14 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,11,g,14,Ludran,la Chaix,4,
la Chaix,Section 1,50,g,13,Ludran,la Chaix,4,
la Chaix,Section 1,16,m,12 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,63,g,12,Ludran,la Chaix,4,
la Chaix,Section 1,5,m,11 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,100,g,11,Ludran,la Chaix,4,
la Chaix,Section 1,5,m,10 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,2,g,10,Ludran,la Chaix,4,
la Chaix,Section 1,3,g,9,Ludran,la Chaix,4,
la Chaix,Section 1,5,g,8,Ludran,la Chaix,4,
la Chaix,Section 1,8,g,7,Ludran,la Chaix,4,
la Chaix,Section 1,20,m,6 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,2,g,6,Ludran,la Chaix,4,
la Chaix,Section 1,30,m,5 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,30,g,5,Ludran,la Chaix,4,
la Chaix,Section 1,50,m,4 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,25,g,4,Ludran,la Chaix,4,
la Chaix,Section 1,17,g,3,Ludran,la Chaix,4,
la Chaix,Section 1,22,g,2,Ludran,la Chaix,4,
la Chaix,Section 1,30,m,1 marnes,Ludran,la Chaix,4,
la Chaix,Section 1,12,g,1,Ludran,la Chaix,4,
la Chaix,Section 1,100,m,0 marnes,Ludran,la Chaix,4,
torrent Merizier,Section 5 – les châlets,12,g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,5,g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,9,g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,"2,5",g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,"2,5",g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,2,g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,60,m,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,7,g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,250,m,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,3,g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,250,m,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,25,g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,250,m,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,36,g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,65,m,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,16,g,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 5 – les châlets,100,m,,Grande Combe W,Merizier-5,4,
torrent Merizier,Section 4 – flanc renversé,28,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,8,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,"1,5",g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,9,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,4,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,5,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,2,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,8,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,6,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,6,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,3,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,"4,5",m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,"1,5",g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,7,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,7,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,2,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,3,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,60,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,"8,5",g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,3,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,2,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,"5,5",m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,2,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,92,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,2,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,94,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,8,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,71,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,"1,5",g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,64,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,10,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,125,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,30,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,83,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,5,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,225,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,33,g,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 4 – flanc renversé,63,m,,Grande Combe W,Merizier-4,4,
torrent Merizier,Section 3 – flanc normal,38,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,100,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,22,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,57,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,"2,5",g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,18,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,3,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,"11,5",m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,2,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,"8,5",m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,2,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,"14,5",m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,3,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,6,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,"0,5",m,lame calcite,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,144,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,30,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,9,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,5,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,6,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,4,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,4,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,3,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,8,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,"2,5",g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,5,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,2,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,5,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,7,g,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 3 – flanc normal,5,m,,Grande Combe W,Merizier-3,4,
torrent Merizier,Section 2 – dalles de marnes,60,m,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,11,g,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,36,m,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,4,g,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,44,m,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,6,g,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,8,m,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,3,g,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,64,m,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,12,g,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,11,m,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,"3,5",g,,Grande Combe W,Merizier-2,4,
torrent Merizier,Section 2 – dalles de marnes,2,m,,Grande Combe W,Merizier-2,4,
