############,,,,,,,,
# title: bed and marly interbed thickness of the Voirons Flysch outcrops,,,,,,,,
# author: Jérémy Ragusa and Lina Maria Ospina-Ostios,,,,,,,,
# date: 2016/07/04,,,,,,,,
############,,,,,,,,
Todo: replace values with formation abbrev. in unit column,,,,,,,,
############,,,,,,,,
outcrop,section,thickness,rock,bed,province,index,unit,comment
Nant des Manants,Section 3,6,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,6,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,37,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,19,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,124,h,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,24,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,215,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,8,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,9,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,11,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,5,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,48,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,12,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,19,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,4,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,9,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,82,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,"3,5",g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,40,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,2,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,36,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,58,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,21,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,26,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,7,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,18,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,4,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,11,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,2,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,29,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,9,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,22,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,11,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,10,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,53,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,5,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,14,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,14,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,200,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,9,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,"5,5",m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,4,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,15,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,"3,5",g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,9,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,"2,5",g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,7,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,5,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,24,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,13,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,4,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,3,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,6,m,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,53,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,34,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,300,h,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,60,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,360,h,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,66,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,21,h,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,22,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,280,h,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,157,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,60,h,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,57,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,330,h,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,62,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,56,h,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,48,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,30,h,,Voirons E,Manants-3,1,
Nant des Manants,Section 3,41,g,,Voirons E,Manants-3,1,
Nant des Manants,Section 2,60,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,65,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,30,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,90,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,76,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,20,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,115,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,58,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,30,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,45,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,30,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,20,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,20,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,62,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,36,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,45,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,9,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,46,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,300,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,35,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,70,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,49,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,100,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,100,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,10,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,38,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,41,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,9,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,48,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,10,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,14,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,20,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,111,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,83,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,3,m,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,40,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,110,h,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,140,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,45,h,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,30,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,89,h,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,82,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,60,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,80,h,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,100,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,18,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,30,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,16,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,27,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,10,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,40,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,47,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,40,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,100,h,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,40,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,40,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,98,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,20,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,35,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,418,h,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,35,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,32,h,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,5,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,10,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,13,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,19,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,49,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,10,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,35,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,30,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,44,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,10,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,15,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,81,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,80,h,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,30,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,420,h,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,60,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,88,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,218,h,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,174,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,40,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,83,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,28,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,50,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 2,10,g,,Voirons E,Manants-2,1,
Nant des Manants,Section 1,70,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,65,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,26,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,31,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,28,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,150,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,38,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,43,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,1000,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,200,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,136,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,54,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,7,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,16,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,38,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,100,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,60,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,40,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,96,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,40,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,140,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,11,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,12,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,6,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,4,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,50,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,8,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,14,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,13,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,25,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,13,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,6,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,13,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,9,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,19,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,6,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,35,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,100,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,45,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,40,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,190,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,110,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,70,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,20,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,200,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,20,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,70,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,120,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,500,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,43,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,28,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,"1,5",m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,"5,5",g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,15,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,10,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,3,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,4,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,3,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,1,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,"3,5",m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,1,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,9,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,3,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,9,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,10,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,8,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,6,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,11,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,8,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,6,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,9,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,"0,5",m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,"1,5",g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,1,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,4,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,"2,5",g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,12,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,"4,5",m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,8,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,1,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,40,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,100,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,80,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,460,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,45,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,"2,5",g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,"37,5",m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,500,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,41,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,5,m,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,28,g,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,2000,h,,Voirons E,Manants-1,1,
Nant des Manants,Section 1,110,g,,Voirons E,Manants-1,1,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,20,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,380,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,8,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,80,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,8,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,15,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,11,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,9,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,8,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,400,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive droite,300,g,,Voirons E,Curseilles-4f,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,120,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,300,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,120,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,80,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,20,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,500,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,3,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,23,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,55,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,14,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,26,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,85,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,80,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,22,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,100,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,15,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,30,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,80,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,60,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,11,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,28,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,50,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – cascade 2 rive gauche,2,g,,Voirons E,Curseilles-4e,3,
Torrent de Curseilles,Section 4 – rive gauche,4,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,27,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,29,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,3,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,57,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,25,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,14,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,20,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,11,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,7,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,15,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,61,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,100,h,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,9,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,25,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,23,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,249,h,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,40,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,3,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,33,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,19,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,31,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,6,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,2,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,15,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,300,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,65,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,3,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,6,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,90,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,33,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,13,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,6,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,7,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,14,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,8,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,160,h,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,18,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,9,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,38,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,10,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,7,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,19,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,120,h,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,11,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,12,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,4,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,7,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,2,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,4,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,2,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,3,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,4,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,3,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,52,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,4,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,21,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,7,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,18,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,5,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,15,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,3,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,8,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,3,g,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,10,m,,Voirons E,Curseilles-4d,1,
Torrent de Curseilles,Section 4 – rive gauche,2,g,,Voirons E,Curseilles-4d,1,
